author,year,journal,doi,location,type,cover,zone,map,map_note,mat,ph,sand,silt,clay,texture_note,tot_n,av_n,tot_p,av_p,som,soc,soc_note,n_fert_class,n_fert_amt,p_fert_amt,irrigated,duration,sample,depth,main,main_cat,inter,inter_cat,n_ctrl,n_trt,ler,yield_rr,yield_lnrr,yield_ler,enz,enz_ec,enz_type,avg_eea_ctrl,stddev_eea_ctrl,avg_eea_trt,stddev_avg_trt,stddev_note,avg_mbc_ctrl,stddev_mbc_ctrl,avg_mbc_trt,stddev_mbc_trt,lnrr_eea,var_lnrr_eea,lnrr_mbc,var_lnrr_mbc,assay_method,assay_soil
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Pumpkin,Forb,Soybean,Legume,3,3,,,,,Polyphenoloxidase,1.10.3.1,Oxidative,14.50,1.21,12.00,1.21,,,,,,-0.19,0.01,    ,    ,"Nanjing Soil Institute (Guan, 1985?)",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Soybean,Legume,Pumpkin,Forb,3,3,,,,,Polyphenoloxidase,1.10.3.1,Oxidative,10.30,1.04,12.00,1.21,,,,,,0.15,0.01,    ,    ,"Nanjing Soil Institute (Guan, 1985?)",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Pumpkin,Forb,Maize,Grass,3,3,,,,,Polyphenoloxidase,1.10.3.1,Oxidative,14.40,1.21,12.10,1.73,,,,,,-0.17,0.01,    ,    ,"Nanjing Soil Institute (Guan, 1985?)",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Maize,Grass,Pumpkin,Forb,3,3,,,,,Polyphenoloxidase,1.10.3.1,Oxidative,12.00,3.64,12.10,1.73,,,,,,0.01,0.04,    ,    ,"Nanjing Soil Institute (Guan, 1985?)",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Soybean,Legume,Maize,Grass,3,3,,,,,Polyphenoloxidase,1.10.3.1,Oxidative,10.20,1.21,11.00,1.73,,,,,,0.08,0.01,    ,    ,"Nanjing Soil Institute (Guan, 1985?)",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Maize,Grass,Soybean,Legume,3,3,,,,,Polyphenoloxidase,1.10.3.1,Oxidative,12.00,3.64,11.00,1.73,,,,,,-0.09,0.04,    ,    ,"Nanjing Soil Institute (Guan, 1985?)",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Pumpkin,Forb,Soybean,Legume,3,3,,,,,Catalase,1.11.1.6,General,13.29,0.51,18.27,2.37,,,,,,0.32,0.01,    ,    ,"Nanjing Soil Institute (Guan, 1985?)",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Soybean,Legume,Pumpkin,Forb,3,3,,,,,Catalase,1.11.1.6,General,13.78,0.68,18.27,2.37,,,,,,0.28,0.01,    ,    ,"Nanjing Soil Institute (Guan, 1985?)",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Pumpkin,Forb,Maize,Grass,3,3,,,,,Catalase,1.11.1.6,General,13.29,0.51,19.64,0.85,,,,,,0.39,0.00,    ,    ,"Nanjing Soil Institute (Guan, 1985?)",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Maize,Grass,Pumpkin,Forb,3,3,,,,,Catalase,1.11.1.6,General,16.20,1.04,19.64,0.85,,,,,,0.19,0.00,    ,    ,"Nanjing Soil Institute (Guan, 1985?)",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Soybean,Legume,Maize,Grass,3,3,,,,,Catalase,1.11.1.6,General,13.78,0.68,16.32,0.34,,,,,,0.17,0.00,    ,    ,"Nanjing Soil Institute (Guan, 1985?)",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Maize,Grass,Soybean,Legume,3,3,,,,,Catalase,1.11.1.6,General,16.32,0.85,16.32,0.34,,,,,,0.00,0.00,    ,    ,"Nanjing Soil Institute (Guan, 1985?)",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Pumpkin,Forb,Soybean,Legume,3,3,,,,,Peroxidase,1.11.1.7,Oxidative,0.20,0.05,0.28,0.04,,,,,,0.34,0.03,    ,    ,"Nanjing Soil Institute (Guan, 1985?)",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Soybean,Legume,Pumpkin,Forb,3,3,,,,,Peroxidase,1.11.1.7,Oxidative,0.23,0.03,0.28,0.04,,,,,,0.20,0.01,    ,    ,"Nanjing Soil Institute (Guan, 1985?)",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Pumpkin,Forb,Maize,Grass,3,3,,,,,Peroxidase,1.11.1.7,Oxidative,0.20,0.05,0.29,0.02,,,,,,0.37,0.02,    ,    ,"Nanjing Soil Institute (Guan, 1985?)",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Maize,Grass,Pumpkin,Forb,3,3,,,,,Peroxidase,1.11.1.7,Oxidative,0.30,0.07,0.29,0.02,,,,,,-0.03,0.02,    ,    ,"Nanjing Soil Institute (Guan, 1985?)",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Soybean,Legume,Maize,Grass,3,3,,,,,Peroxidase,1.11.1.7,Oxidative,0.23,0.03,0.23,0.03,,,,,,0.00,0.01,    ,    ,"Nanjing Soil Institute (Guan, 1985?)",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Maize,Grass,Soybean,Legume,3,3,,,,,Peroxidase,1.11.1.7,Oxidative,0.30,0.07,0.23,0.03,,,,,,-0.27,0.02,    ,    ,"Nanjing Soil Institute (Guan, 1985?)",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Pumpkin,Forb,Soybean,Legume,3,3,,,,,Urease,3.5.1.5,Nitrogen,42.30,4.38,43.68,2.39,,,,,,0.03,0.01,    ,    ,Boric acid,Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Soybean,Legume,Pumpkin,Forb,3,3,,,,,Urease,3.5.1.5,Nitrogen,33.10,3.98,43.68,2.39,,,,,,0.28,0.01,    ,    ,Boric acid,Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Pumpkin,Forb,Maize,Grass,3,3,,,,,Urease,3.5.1.5,Nitrogen,42.53,3.98,50.58,15.53,,,,,,0.17,0.03,    ,    ,Boric acid,Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Maize,Grass,Pumpkin,Forb,3,3,,,,,Urease,3.5.1.5,Nitrogen,34.25,3.98,50.58,15.53,,,,,,0.39,0.04,    ,    ,Boric acid,Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Soybean,Legume,Maize,Grass,3,3,,,,,Urease,3.5.1.5,Nitrogen,33.10,3.98,38.85,2.79,,,,,,0.16,0.01,    ,    ,Boric acid,Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Maize,Grass,Soybean,Legume,3,3,,,,,Urease,3.5.1.5,Nitrogen,34.25,3.98,38.85,2.79,,,,,,0.13,0.01,    ,    ,Boric acid,Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Pumpkin,Forb,Soybean,Legume,3,3,,,,,Dehydrogenase,1.1.1.-,General,42.24,4.06,37.88,4.65,,,,,,-0.11,0.01,    ,    ,"Guan, 1986",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Soybean,Legume,Pumpkin,Forb,3,3,,,,,Dehydrogenase,1.1.1.-,General,8.05,2.61,37.88,4.65,,,,,,1.55,0.04,    ,    ,"Guan, 1986",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Pumpkin,Forb,Maize,Grass,3,3,,,,,Dehydrogenase,1.1.1.-,General,42.24,4.06,14.75,7.26,,,,,,-1.05,0.08,    ,    ,"Guan, 1986",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Maize,Grass,Pumpkin,Forb,3,3,,,,,Dehydrogenase,1.1.1.-,General,34.53,1.74,14.75,7.26,,,,,,-0.85,0.08,    ,    ,"Guan, 1986",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Soybean,Legume,Maize,Grass,3,3,,,,,Dehydrogenase,1.1.1.-,General,8.05,2.61,18.94,4.64,,,,,,0.86,0.06,    ,    ,"Guan, 1986",Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Maize,Grass,Soybean,Legume,3,3,,,,,Dehydrogenase,1.1.1.-,General,34.53,1.74,18.94,4.35,,,,,,-0.60,0.02,    ,    ,"Guan, 1986",Fresh
Tai-wen et al.,2011,Chin. J. Appl. Ecol. (Chinese),PMID: 22384591,China,Field,Field,Temperate,,,,,,,,,,,,,,,,Medium,108,105,,1,Rhizosphere,,Maize,Grass,Wheat-Soybean,Legume,3,3,,,,,Urease,3.5.1.5,Nitrogen,1.42,0.17,1.73,0.05,,,,,,0.20,0.01,    ,    ,Guan,Air dried
Tai-wen et al.,2011,Chin. J. Appl. Ecol. (Chinese),PMID: 22384591,China,Field,Field,Temperate,,,,,,,,,,,,,,,,Medium,108,105,,1,Rhizosphere,,Maize,Grass,Wheat-Sweet potato,Grass,3,3,,,,,Urease,3.5.1.5,Nitrogen,1.42,0.17,1.63,0.10,,,,,,0.14,0.01,    ,    ,Guan,Air dried
Tai-wen et al.,2011,Chin. J. Appl. Ecol. (Chinese),PMID: 22384591,China,Field,Field,Temperate,,,,,,,,,,,,,,,,Medium,108,105,,2,Rhizosphere,,Maize,Grass,Wheat-Soybean,Legume,3,3,,,,,Urease,3.5.1.5,Nitrogen,1.32,0.07,1.56,0.12,,,,,,0.17,0.00,    ,    ,Guan,Air dried
Tai-wen et al.,2011,Chin. J. Appl. Ecol. (Chinese),PMID: 22384591,China,Field,Field,Temperate,,,,,,,,,,,,,,,,Medium,108,105,,2,Rhizosphere,,Maize,Grass,Wheat-Sweet Potato,Grass,3,3,,,,,Urease,3.5.1.5,Nitrogen,1.32,0.07,1.44,0.05,,,,,,0.09,0.00,    ,    ,Guan,Air dried
Tai-wen et al.,2011,Chin. J. Appl. Ecol. (Chinese),PMID: 22384591,China,Field,Field,Temperate,,,,,,,,,,,,,,,,Medium,108,105,,1,Rhizosphere,,Maize,Grass,Wheat-Soybean,Legume,3,3,,,,,Protease,3.4.-,Nitrogen,16.56,0.31,17.17,0.16,,,,,,0.04,0.00,    ,    ,Folin-Ciocalteu,Air dried
Tai-wen et al.,2011,Chin. J. Appl. Ecol. (Chinese),PMID: 22384591,China,Field,Field,Temperate,,,,,,,,,,,,,,,,Medium,108,105,,1,Rhizosphere,,Maize,Grass,Wheat-Sweet potato,Grass,3,3,,,,,Protease,3.4.-,Nitrogen,16.56,0.31,16.74,0.23,,,,,,0.01,0.00,    ,    ,Folin-Ciocalteu,Air dried
Tai-wen et al.,2011,Chin. J. Appl. Ecol. (Chinese),PMID: 22384591,China,Field,Field,Temperate,,,,,,,,,,,,,,,,Medium,108,105,,2,Rhizosphere,,Maize,Grass,Wheat-Soybean,Legume,3,3,,,,,Protease,3.4.-,Nitrogen,17.39,0.17,17.96,0.33,,,,,,0.03,0.00,    ,    ,Folin-Ciocalteu,Air dried
Tai-wen et al.,2011,Chin. J. Appl. Ecol. (Chinese),PMID: 22384591,China,Field,Field,Temperate,,,,,,,,,,,,,,,,Medium,108,105,,2,Rhizosphere,,Maize,Grass,Wheat-Sweet potato,Grass,3,3,,,,,Protease,3.4.-,Nitrogen,17.39,0.17,17.50,0.34,,,,,,0.01,0.00,    ,    ,Folin-Ciocalteu,Air dried
Sheng et al.,2012,American-Eurasian Journal of Agricultural & Environmental Sciences,10.5829/idosi.aejaes.2012.12.11.1816,China,Pot,Covered,Temperate,,,,6.9,,,,,,129.80,,165.70,281.00,162.98,c,High,,,,1,Bulk,30,Watermelon,Forb,Pepper,Forb,3,3,,,,,Urease,3.5.1.5,Nitrogen,0.23,0.02,0.30,0.02,,,,,,0.27,0.00,    ,    ,Guan,Air dried
Sheng et al.,2012,American-Eurasian Journal of Agricultural & Environmental Sciences,10.5829/idosi.aejaes.2012.12.11.1816,China,Pot,Covered,Temperate,,,,6.9,,,,,,129.80,,165.70,281.00,162.98,c,High,,,,1,Bulk,30,Watermelon,Forb,Pepper,Forb,3,3,,,,,Invertase,3.2.1.26,Carbon,25.47,5.20,34.47,3.66,,,,,,0.30,0.02,    ,    ,Guan,Air dried
Sheng et al.,2012,American-Eurasian Journal of Agricultural & Environmental Sciences,10.5829/idosi.aejaes.2012.12.11.1816,China,Pot,Covered,Temperate,,,,6.9,,,,,,129.80,,165.70,281.00,162.98,c,High,,,,1,Bulk,30,Watermelon,Forb,Pepper,Forb,3,3,,,,,Polyphenoloxidase,1.10.3.1,Oxidative,0.67,0.01,0.70,0.02,,,,,,0.04,0.00,    ,    ,Pyrogallol,Air dried
Feng-jiao et al.,2013,Chin. J. Appl. Ecol. (Chinese),PMID: 22384591,China,Pot,Covered,,,,,6.7,,,,,2.86,,4.36,,62.10,36.02,c,High,,,,1,Bulk,,Celery,Forb,Sedum,Forb,4,4,,,,,Urease,3.5.1.5,Nitrogen,678.00,18.00,737.00,63.00,,,,,,0.08,0.00,    ,    ,Guan,Fresh
Feng-jiao et al.,2013,Chin. J. Appl. Ecol. (Chinese),PMID: 22384591,China,Pot,Covered,,,,,6.7,,,,,2.86,,4.36,,62.10,36.02,c,High,,,,1,Bulk,,Sedum,Forb,Celery,Forb,4,4,,,,,Urease,3.5.1.5,Nitrogen,790.00,9.00,737.00,63.00,,,,,,-0.07,0.00,    ,    ,Guan,Fresh
Feng-jiao et al.,2013,Chin. J. Appl. Ecol. (Chinese),PMID: 22384591,China,Pot,Covered,,,,,6.7,,,,,2.86,,4.36,,62.10,36.02,c,High,,,,1,Bulk,,Celery,Forb,Sedum,Forb,4,4,,,,,Catalase,1.11.1.6,General,1.92,0.55,1.36,0.20,,,,,,-0.35,0.03,    ,    ,KMnO4,Fresh
Feng-jiao et al.,2013,Chin. J. Appl. Ecol. (Chinese),PMID: 22384591,China,Pot,Covered,,,,,6.7,,,,,2.86,,4.36,,62.10,36.02,c,High,,,,1,Bulk,,Sedum,Forb,Celery,Forb,4,4,,,,,Catalase,1.11.1.6,General,2.18,0.04,1.36,0.20,,,,,,-0.47,0.01,    ,    ,KMnO4,Fresh
Hu et al.,2013,Applied Soil Ecology,10.1016/j.apsoil.2012.09.002,China,Pot,Covered,,,,,3.9,,,,,,,,90.00,,,,,,,,1,Bulk,,Kangkong,Forb,Sedum,Forb,4,4,,,,,Acid phosphatase,3.1.3.2,Phosphorous,3.05,0.04,2.93,0.10,,,,,,-0.04,0.00,    ,    ,PNP,Air dried
Akhtar et al.,2013,Soil and Environment,WOS: 000217055100011,Pakistan,Pot,Covered,,,,,7.9,,,,,,8.37,,14.65,15.00,8.70,c,None,,,,1,Rhizosphere,,Wheat (geno1),Grass,Chickpea,Legume,3,3,,,,,Dehydrogenase,1.1.1.-,General,39.79,3.91,44.83,5.11,,,,,,0.12,0.01,    ,    ,TPF/TTC,Air dried
Akhtar et al.,2013,Soil and Environment,WOS: 000217055100011,Pakistan,Pot,Covered,,,,,7.9,,,,,,8.37,,14.65,15.00,8.70,c,None,,,,1,Rhizosphere,,Wheat (geno2),Grass,Chickpea,Legume,3,3,,,,,Dehydrogenase,1.1.1.-,General,39.21,3.91,47.84,5.21,,,,,,0.20,0.01,    ,    ,TPF/TTC,Air dried
Akhtar et al.,2013,Soil and Environment,WOS: 000217055100011,Pakistan,Pot,Covered,,,,,7.9,,,,,,8.37,,14.65,15.00,8.70,c,None,,,,1,Rhizosphere,,Wheat (geno3),Grass,Chickpea,Legume,3,3,,,,,Dehydrogenase,1.1.1.-,General,30.93,2.60,43.67,4.42,,,,,,0.35,0.01,    ,    ,TPF/TTC,Air dried
Akhtar et al.,2013,Soil and Environment,WOS: 000217055100011,Pakistan,Pot,Covered,,,,,7.9,,,,,,8.37,,14.65,15.00,8.70,c,None,,,,1,Rhizosphere,,Wheat (geno4),Grass,Chickpea,Legume,3,3,,,,,Dehydrogenase,1.1.1.-,General,32.72,3.12,48.07,4.82,,,,,,0.39,0.01,    ,    ,TPF/TTC,Air dried
Akhtar et al.,2013,Soil and Environment,WOS: 000217055100011,Pakistan,Pot,Covered,,,,,7.9,,,,,,8.37,,14.65,15.00,8.70,c,None,,,,1,Rhizosphere,,Chickpea,Legume,Wheat (geno1),Grass,3,3,,,,,Dehydrogenase,1.1.1.-,General,53.28,5.63,44.83,5.11,,,,,,-0.17,0.01,    ,    ,TPF/TTC,Air dried
Akhtar et al.,2013,Soil and Environment,WOS: 000217055100011,Pakistan,Pot,Covered,,,,,7.9,,,,,,8.37,,14.65,15.00,8.70,c,None,,,,1,Rhizosphere,,Chickpea,Legume,Wheat (geno2),Grass,3,3,,,,,Dehydrogenase,1.1.1.-,General,53.28,5.63,47.84,5.21,,,,,,-0.11,0.01,    ,    ,TPF/TTC,Air dried
Akhtar et al.,2013,Soil and Environment,WOS: 000217055100011,Pakistan,Pot,Covered,,,,,7.9,,,,,,8.37,,14.65,15.00,8.70,c,None,,,,1,Rhizosphere,,Chickpea,Legume,Wheat (geno3),Grass,3,3,,,,,Dehydrogenase,1.1.1.-,General,53.28,5.63,43.67,4.42,,,,,,-0.20,0.01,    ,    ,TPF/TTC,Air dried
Akhtar et al.,2013,Soil and Environment,WOS: 000217055100011,Pakistan,Pot,Covered,,,,,7.9,,,,,,8.37,,14.65,15.00,8.70,c,None,,,,1,Rhizosphere,,Chickpea,Legume,Wheat (geno4),Grass,3,3,,,,,Dehydrogenase,1.1.1.-,General,53.28,5.63,48.07,4.82,,,,,,-0.10,0.01,    ,    ,TPF/TTC,Air dried
Singh et al.,2013,Environmental Monitoring and Assessment,10.1007/s10661-012-2569-1,India,Field,Field,Temperate,475,,,7.8,66.8,14.3,18.9,,,96.40,,5.90,,0.49,,Medium,,26,,1.5,Bulk,30,Cotton,Forb,Peanut,Legume,12,12,,1.13,0.12,1.13,Dehydrogenase,1.1.1.-,General,128.55,7.45,143.27,7.45,,,,,,0.11,0.00,    ,    ,TPF/TTC,
Singh et al.,2013,Environmental Monitoring and Assessment,10.1007/s10661-012-2569-1,India,Field,Field,Temperate,475,,,7.8,66.8,14.3,18.9,,,96.40,,5.90,,0.49,,Medium,,26,,1.5,Bulk,30,Peanut,Legume,Cotton,Forb,3,12,,,,,Dehydrogenase,1.1.1.-,General,109.35,3.72,143.28,7.45,,,,,,0.27,0.00,    ,    ,TPF/TTC,
Correa et al.,2016,IForest,10.3832/ifor1459-008,Brazi,Field,Field,Tropical,,,,5.4,82,1,17,,,,,1.00,0.64,0.37,c,Medium,110,,,1,Bulk,20,Plathymenia,Woody,Eucalyptus,Woody,3,3,,,,,Acid phosphatase,3.1.3.2,Phosphorous,12.04,4.07,22.99,4.14,,,,,,0.65,0.05,    ,    ,PNP,
Correa et al.,2016,IForest,10.3832/ifor1459-008,Brazi,Field,Field,Tropical,,,,5.4,82,1,17,,,,,1.00,0.64,0.37,c,Medium,110,,,1,Bulk,20,Eucalyptus,Woody,Plathymenia,Woody,3,3,,,,,Acid phosphatase,3.1.3.2,Phosphorous,25.03,4.07,22.99,4.14,,,,,,-0.09,0.02,    ,    ,PNP,
Li et al.,2016,Scientific Reports,10.1038/srep18663,China,Pot,Covered,,,,,7.8,,,,,0.60,18.30,,11.00,,10.10,,Low,40,,,1,Rhizosphere,,Wheat,Grass,Faba bean,Legume,3,3,,1.18,0.16,1.18,Acid phosphatase,3.1.3.2,Phosphorous,2.96,0.78,2.84,0.42,,,,,,-0.04,0.03,    ,    ,PNP,Fresh
Ahamad et al.,2016,International Journal of Bio-resource and Stress Management,10.5958/0976-4038.2016.00096.8,India,Field,Field,Temperate,,,,7.86,,,,,,155.96,,16.00,,3.90,,,,,,1,Bulk,15,Pidgeonpea,Legume,Black lentil,Legume,12,12,,1.09,0.09,1.09,Dehydrogenase,1.1.1.-,General,15.98,0.47,17.02,0.47,,,,,,0.06,0.00,    ,    ,TPF/TTC,Air dried
Ahamad et al.,2016,International Journal of Bio-resource and Stress Management,10.5958/0976-4038.2016.00096.8,India,Field,Field,Temperate,,,,7.86,,,,,,155.96,,16.00,,3.90,,,,,,1,Bulk,15,Pidgeonpea,Legume,Maize,Grass,12,12,,0.75,-0.29,0.75,Dehydrogenase,1.1.1.-,General,15.98,0.47,11.94,0.47,,,,,,-0.29,0.00,    ,    ,TPF/TTC,Air dried
Ahamad et al.,2016,International Journal of Bio-resource and Stress Management,10.5958/0976-4038.2016.00096.8,India,Field,Field,Temperate,,,,7.86,,,,,,155.96,,16.00,,3.90,,,,,,2,Bulk,15,Pidgeonpea,Legume,Black lentil,Legume,12,12,,1.12,0.11,1.12,Dehydrogenase,1.1.1.-,General,14.94,0.60,15.97,0.60,,,,,,0.07,0.00,    ,    ,TPF/TTC,Air dried
Ahamad et al.,2016,International Journal of Bio-resource and Stress Management,10.5958/0976-4038.2016.00096.8,India,Field,Field,Temperate,,,,7.86,,,,,,155.96,,16.00,,3.90,,,,,,2,Bulk,15,Pidgeonpea,Legume,Maize,Grass,12,12,,0.80,-0.22,0.80,Dehydrogenase,1.1.1.-,General,14.94,0.60,11.15,0.60,,,,,,-0.29,0.00,    ,    ,TPF/TTC,Air dried
Garland et al.,2017,Plant and Soil,10.1007/s11104-016-3145-1,Malawi,Pot,Covered,,,,,5.9,51,32,17,,1.40,,0.73,,,25.80,,,,,,1,Rhizosphere,,Maize,Grass,Pidgeonpea,Legume,3,3,,1.17,0.16,1.17,Acid phosphatase,3.1.3.2,Phosphorous,2292.00,95.26,4908.00,497.10,,,,,,-0.34,0.00,    ,    ,MUB,Fresh
Garland et al.,2017,Plant and Soil,10.1007/s11104-016-3145-1,Malawi,Pot,Covered,,,,,5.9,51,32,17,,1.40,,0.73,,,25.80,,,,,,1,Rhizosphere,,Pidgeonpea,Legume,Maize,Grass,3,3,,1.31,0.27,1.31,Acid phosphatase,3.1.3.2,Phosphorous,6713.00,2135.62,4908.00,497.10,,,,,,-0.27,0.00,    ,    ,MUB,Fresh
Gaser et al.,2017,Egyptian Journal of Horticulture,10.21608/ejoh.2017.1825.1022,Egypt,Field,Field,Temperate,,,,8.4,9,26,70,,0.01,,,12.80,13.70,7.95,c,,,,,1,Rhizosphere,,Grape (Thompson),Woody,Clover,Legume,3,3,,,,,Phosphatase,3.1.3.-,Phosphorous,12.46,2.77,26.70,2.77,,,,,,0.76,0.02,    ,    ,Organic P,
Gaser et al.,2017,Egyptian Journal of Horticulture,10.21608/ejoh.2017.1825.1022,Egypt,Field,Field,Temperate,,,,8.4,9,26,70,,0.01,,,12.80,13.70,7.95,c,,,,,1,Rhizosphere,,Grape (Thompson),Woody,Peas,Legume,3,3,,,,,Phosphatase,3.1.3.-,Phosphorous,12.46,2.77,17.80,2.77,,,,,,0.36,0.03,    ,    ,Organic P,
Gaser et al.,2017,Egyptian Journal of Horticulture,10.21608/ejoh.2017.1825.1022,Egypt,Field,Field,Temperate,,,,8.4,9,26,70,,0.01,,,12.80,13.70,7.95,c,,,,,1,Rhizosphere,,Grape (Flame),Woody,Clover,Legume,3,3,,,,,Phosphatase,3.1.3.-,Phosphorous,12.30,2.20,29.44,2.20,,,,,,0.87,0.01,    ,    ,Organic P,
Gaser et al.,2017,Egyptian Journal of Horticulture,10.21608/ejoh.2017.1825.1022,Egypt,Field,Field,Temperate,,,,8.4,9,26,70,,0.01,,,12.80,13.70,7.95,c,,,,,1,Rhizosphere,,Grape (Flame),Woody,Pea,Legume,3,3,,,,,Phosphatase,3.1.3.-,Phosphorous,12.30,2.20,19.90,2.20,,,,,,0.48,0.02,    ,    ,Organic P,
